,Title,Song Links,Artist,Streams,Date,Token,Loudness
620,FEFE (feat. Nicki Minaj & Murda Beatz),https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB,6ix9ine,2041716,2018-10-06,2E124GmJRnBJuXbTb4cPUB,-9.127
621,Without Me,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,Halsey,2016886,2018-10-06,5p7ujcrUXASCNwRaWNHR1C,-7.05
622,Electricity (with Dua Lipa),https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,Silk City,2005170,2018-10-06,5N4erncE7kuUccm7zEmwzk,-6.439
623,I Like It,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,Cardi B,1945550,2018-10-06,58q2HKrzhC3ozto2nDdN4z,-3.998
624,Mo Bamba,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,1934036,2018-10-06,1xzBco0xcoJEDXktl7Jxrr,-5.266
625,Taste (feat. Offset),https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,Tyga,1890269,2018-10-06,5IaHrVsrferBYDm0bDyABy,-7.442
626,Never Recover (Lil Ba,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,"& Gunna, Drake)",1874002,2018-10-06,6wWaVoUOzLQJHd3bWAUpdZ,-5.327
627,Lucky You (feat. Joyner Lucas),https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,Eminem,1837815,2018-10-06,60SdxE8apGAxMiRrpbmLY0,-4.884
628,Natural,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP,Imagine Dragons,1789369,2018-10-06,4zIO3ilp5HvTeK3HJHxhMP,-6.106
629,Better Now,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,Post Malone,1776547,2018-10-06,7dt6x5M1jzdTEt8oCbisTK,-5.843
630,This Feeling (feat. Kelsea Ballerini),https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N,The Chainsmokers,1760864,2018-10-06,15kQGEy89K8deJcZVFEn0N,-7.906
631,Te Boté - Remix,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,Nio Garcia,1737060,2018-10-06,3V8UKqhEK5zBkBb6d6ub8i,-3.445
632,Solo (feat. Demi Lovato),https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6,Clean Bandit,1555976,2018-10-06,6kPJZM97LwdG9QIsT7khp6,-4.546
633,Youngblood,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,1552412,2018-10-06,2iUXsYOEPhVqEBwsqP70rE,-5.114
634,Shallow,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,1551560,2018-10-06,2VxeLyX666F8uXCJ0dZF8B,-6.362
635,Nonstop,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,Drake,1542806,2018-10-06,0TlLq3lA83rQOYtrqBqSct,-8.074
636,Rise,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3,Jonas Blue,1538709,2018-10-06,3u1S1OmAUhx5DRlLrXqyp3,-4.653
637,Beautiful (feat. Camila Cabello),https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,Bazzi,1519812,2018-10-06,4VUwkH455At9kENOfzTqmF,-4.722
638,No Es Justo,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,J Balvin,1511451,2018-10-06,5qFeMRz4TvetPmzjre9Dq7,-4.494
639,Cuando Te Besé,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,Becky G,1496130,2018-10-06,2XXMDz7SPZ4mSFN1PXfHUy,-3.713
640,Shotgun,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,George Ezra,1489324,2018-10-06,4ofwffwvvnbSkrMSCKQDaC,-4.733
641,No Brainer,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,DJ Khaled,1463277,2018-10-06,5WvAo7DNuPRmk4APhdPzi8,-4.706
642,Quiere Beber,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z,Anuel AA,1448982,2018-10-06,3rPAD722s5FFNnwjC91t7Z,-3.482
643,God is a woman,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,Ariana Grande,1414643,2018-10-06,5OCJzvD7sykQEKHH7qAC3C,-5.934
644,Thunderclouds,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi,Sia,1409928,2018-10-06,5a8RPWgKSmcGBGcffmIrUi,-5.985
645,Noticed,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC,Lil Mosey,1409732,2018-10-06,7d6XJZjnm7iWcKwYL9z5kC,-7.622
646,Body (feat. Brando),https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,Loud Luxury,1403019,2018-10-06,7K7MUBCnzgBAvMVW2RTWNs,-4.399
647,Jocelyn Flores,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,1397534,2018-10-06,7m9OqQk4RVRkw9JJdeAw96,-9.144
648,One Kiss (with Dua Lipa),https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,Calvin Harris,1396874,2018-10-06,7ef4DlsgrMEH11cDZd32M6,-3.24
649,breathin,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Ariana Grande,1387318,2018-10-06,4OafepJy2teCjYJbvFE60J,-5.413
650,Wake Up in the Sky,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,Gucci Mane,1386507,2018-10-06,0QIjsbm2fh1cJ45XO9eGqq,-5.144
651,Don't Cry (feat. XXXTENTACION),https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne,Lil Wayne,1359726,2018-10-06,5BQrp63SHCVf4bzCzJePne,-6.072
652,Killshot,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv,Eminem,1356178,2018-10-06,1jo3TwNGCXfNdB5uba3ZVv,-8.645
653,God's Plan,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,Drake,1315818,2018-10-06,6DCZcSspjsKoFjzjrWoCdn,-9.211
654,rockstar (feat. 21 Savage),https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,Post Malone,1314213,2018-10-06,0e7ipj03S05BNilyu5bRzt,-6.09
655,Sin Pijama,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,Becky G,1312166,2018-10-06,2ijef6ni2amuunRoKTlgww,-3.695
656,Morph,https://open.spotify.com/track/01vv2AjxgP4uUyb8waYO5Y,Twenty One Pilots,1304460,2018-10-06,01vv2AjxgP4uUyb8waYO5Y,-7.249
657,Jackie Chan,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,Tiësto,1292548,2018-10-06,4kWO6O1BUXcZmaxitpVUwp,-2.867
658,Mala Mía,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh,Maluma,1284362,2018-10-06,62o8KoI44JfN7aYxgTnPvh,-4.883
659,Let You Love Me,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS,Rita Ora,1248090,2018-10-06,6xtcFXSo8H9BZN637BMVKS,-3.149
660,Good,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG,e (feat. Nicki Minaj & Willy William),1210985,2018-10-06,5Xn4IyTtW6FUGIUyWjbUHG,-3.694
661,changes,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,XXXTENTACION,1202545,2018-10-06,7AFASza1mXqntmGtbxXprO,-10.068
662,High Hopes,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,1199817,2018-10-06,1rqqCSm0Qe4I9rUvWncaom,-2.729
663,no tears left to cry,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,1173796,2018-10-06,2qT1uLXPVPzGgFOx4jtEuo,-5.507
664,Uproar,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk,Lil Wayne,1147128,2018-10-06,3wScL5W8H40zzCKN0atfBk,-2.188
665,Amigos Con Derechos,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,Reik,1135295,2018-10-06,2zDj4WjbNDmrRL6Z4YjjCA,-3.324
666,Shape of You,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,1117756,2018-10-06,7qiZfU4dY1lWllzX7mPBI3,-3.183
667,Ya No Tiene Novio,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,Sebastian Yatra,1115391,2018-10-06,7uQmJ1jgNzBpATSoWKSPFu,-1.948
668,New Patek,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,Lil Uzi Vert,1111597,2018-10-06,0Fpen1PTuEnCmOJtUU9Iud,-4.963
669,My Blood,https://open.spotify.com/track/5HeKOKc4phmLn8e4I7EkzD,Twenty One Pilots,1106118,2018-10-06,5HeKOKc4phmLn8e4I7EkzD,-6.609
670,Chlorine,https://open.spotify.com/track/23OXdR7YuUBVWh5hSnYJau,Twenty One Pilots,1097275,2018-10-06,23OXdR7YuUBVWh5hSnYJau,-7.388
671,2002,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,1079066,2018-10-06,2BgEsaKNfHUdlh97KmvFyo,-2.881
672,Venom - Music From The Motion Picture,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4,Eminem,1069219,2018-10-06,2SL6oP2YAEQbqsrkOzRGO4,-5.063
673,Asesina,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK,Brytiago,1059983,2018-10-06,6rbhaJsE4uLzpPf8WYSHDK,-5.233
674,Love Someone,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ,Lukas Graham,1052182,2018-10-06,2JqnpexlO9dmvjUMCaLCLJ,-6.557
675,Praise The Lord (Da Shine) (feat. Skepta),https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,A$AP Rocky,1051967,2018-10-06,7ycWLEP1GsNjVvcjawXz3z,-8.152
676,Psycho (feat. Ty Dolla $ign),https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,Post Malone,1042540,2018-10-06,3swc6WTsr7rl9DqQKQA55C,-8.011
677,No Stylist,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,French Montana,1038016,2018-10-06,04MLEeAMuV9IlHEsD8vF6A,-4.589
678,Sweet but Psycho,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,Ava Max,1036768,2018-10-06,25sgk305KZfyuqVBQIahim,-4.724
679,Let It Fly (feat. Travis Scott),https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h,Lil Wayne,1030570,2018-10-06,0CBQ0m3mufWH75LTYB3s6h,-3.321
680,Clandestino,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf,Shakira,1014024,2018-10-06,7DrluKkTviBwCc8AV3VGmf,-4.126
681,Fuck Love (feat. Trippie Redd),https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,XXXTENTACION,1009620,2018-10-06,7AQim7LbvFVZJE3O8TYgf2,-9.74
682,Believer,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,1007110,2018-10-06,0pqnGHJpmpxLKifKRmU6WP,-4.374
683,Havana (feat. Young Thug),https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,Camila Cabello,974858,2018-10-06,1rfofaqEpACxVEHIZBJe6W,-4.333
684,Yes Indeed,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,Lil Ba,974844,2018-10-06,6vN77lE9LK6HP2DewaN6HZ,-9.309
685,FRIENDS,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,Marshmello,972953,2018-10-06,08bNPGLD8AhKpnnERrAc6G,-2.384
686,No Me Acuerdo,https://open.spotify.com/track/00EPIEnX1JFjff8sC6bccd,Thalía,969918,2018-10-06,00EPIEnX1JFjff8sC6bccd,-4.247
687,Happy Now,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa,Zedd,962745,2018-10-06,4keoy2fqgwGnbWlm3ZVZFa,-5.128
688,Culpables,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,KAROL G,962048,2018-10-06,6q8Lb50EtqNeeJXXe8mMAH,-2.942
689,Perfect,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,959610,2018-10-06,0tgVpDi06FyKpA1z0VMD4v,-6.312
690,What About Me (feat. Sosamann),https://open.spotify.com/track/3JX0dOCIAiaR8MP3ryXWuM,Lil Wayne,934215,2018-10-06,3JX0dOCIAiaR8MP3ryXWuM,-6.566
691,IDGAF,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,Dua Lipa,928776,2018-10-06,76cy1WJvNGJTj78UqeA5zr,-5.975
692,REMEDY,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg,Alesso,922957,2018-10-06,6jreFSOTUAViWjKyzOC4Kg,-4.612
693,Thunder,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,918019,2018-10-06,1zB4vmk8tFRmM9UULNzbLB,-4.833
694,Back To You - From 13 Reasons Why – Season 2 Soundtrack,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,916365,2018-10-06,4hQ6UGyWQIGJmHSo0J88JW,-4.856
695,Jumpsuit,https://open.spotify.com/track/1E1uGhNdBe6Dddbgs2KqtZ,Twenty One Pilots,913804,2018-10-06,1E1uGhNdBe6Dddbgs2KqtZ,-8.329
696,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,Zedd,907028,2018-10-06,09IStsImFySgyp0pIQdqAc,-3.061
697,New Rules,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,Dua Lipa,898202,2018-10-06,2ekn2ttSfGqwhhate0LSR0,-6.021
698,Toda - Remix,https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL,Alex Rose,892666,2018-10-06,7nD2JPaxIKUdxd2UWgnaGL,-7.217
699,Ocean (feat. Khalid),https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,Martin Garrix,889510,2018-10-06,3nc420PXjTdBV5TN0gCFkS,-7.265
700,Nice For What,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,Drake,887911,2018-10-06,3CA9pLiwRIGtUBiMjbZmRw,-6.474
701,Nevermind,https://open.spotify.com/track/63SevszngYpZOwf63o61K4,Dennis Lloyd,885464,2018-10-06,63SevszngYpZOwf63o61K4,-8.354
702,There's No Way (feat. Julia Michaels),https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ,Lauv,885203,2018-10-06,2hnxrRNzF74mdDzpQZQukQ,-7.114
703,Nico And The Niners,https://open.spotify.com/track/5SehvGGC53A7SZKCLXQcyt,Twenty One Pilots,849951,2018-10-06,5SehvGGC53A7SZKCLXQcyt,-7.748
704,lovely (with Khalid),https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,849527,2018-10-06,0u2P5u6lvoDfwTYjAADbn4,-10.109
705,High On Life (feat. Bonn),https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy,Martin Garrix,848185,2018-10-06,4ut5G4rgB1ClpMTMfjoIuy,-6.431
706,Smithereens,https://open.spotify.com/track/5G6Gt9RtNaeIE418pd4yre,Twenty One Pilots,842222,2018-10-06,5G6Gt9RtNaeIE418pd4yre,-7.627
707,STARGAZING,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m,Travis Scott,837781,2018-10-06,7wBJfHzpfI3032CSD7CE2m,-3.69
708,Born To Be Yours,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM,Kygo,836252,2018-10-06,0kHyKhJMukHEPfeh8s7rdM,-5.84
709,Don't Leave Me Alone (feat. Anne-Marie),https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24,David Guetta,835777,2018-10-06,2zy9TMoZlYGuCNY4TLqG24,-7.838
710,Dedicate,https://open.spotify.com/track/0Y7di9ZCmB6Elad5WISaPc,Lil Wayne,832716,2018-10-06,0Y7di9ZCmB6Elad5WISaPc,-6.162
711,Neon Gravestones,https://open.spotify.com/track/0sXvjZV7p4uvyPN4uQo3FH,Twenty One Pilots,832336,2018-10-06,0sXvjZV7p4uvyPN4uQo3FH,-9.834
712,Leave Me Alone,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,825698,2018-10-06,14mHfNsSHN0FbLftyjrV9g,-2.806
713,Whenever (feat. Conor Maynard),https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z,Kris Kross Amsterdam,821524,2018-10-06,3DGar7krWlmrXRFHBcQF6z,-5.562
714,X - Remix,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam,815428,2018-10-06,6JjPBQfI2Y8nIjnm65X6Pw,-4.957
715,La player (Bandolera),https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP,Zion & Lennox,814273,2018-10-06,0VKkyBKCXyR99navhVRqcP,-5.238
716,I Like Me Better,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,Lauv,813423,2018-10-06,2P91MQbaiQOfbiz9VqhqKQ,-7.621
717,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,YG,810269,2018-10-06,0ZNrc4kNeQYD9koZ3KvCsy,-7.709
718,Look At Me!,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,XXXTENTACION,807172,2018-10-06,6eYxmK9fdL4hwLnXG2zY3s,-6.405
719,The Ringer,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE,Eminem,806855,2018-10-06,2jt2WxXMCD4zjACthkJQVE,-9.126
720,Hipócrita,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw,Anuel AA,805108,2018-10-06,6XBjCetHKdO5L9cwMDVffw,-2.78
721,Everybody Dies In Their Nightmares,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,802577,2018-10-06,3GVkPk8mqxz0itaAriG1L7,-7.066
722,Say My Name,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,David Guetta,802317,2018-10-06,0YammaEkYSeo9vQYZ1OwS6,-5.119
723,I'm a Mess,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,795487,2018-10-06,04ZTP5KsCypmtCmQg5tH9R,-6.257
724,All Girls Are The Same,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm,Juice WRLD,790493,2018-10-06,0XySogm94T51XF5F2jumXm,-7.226
725,Look Alive (feat. Drake),https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,BlocBoy JB,786523,2018-10-06,4qKcDkK6siZ7Jp1Jb4m0aL,-7.495
726,The Hype,https://open.spotify.com/track/7I3skNaQdvZSS7zXY2VHId,Twenty One Pilots,782977,2018-10-06,7I3skNaQdvZSS7zXY2VHId,-6.149
727,Love Lies (with Normani),https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,Khalid,779390,2018-10-06,45Egmo7icyopuzJN0oMEdk,-5.626
728,Tints (feat. Kendrick Lamar),https://open.spotify.com/track/1gnwGVoG7V08vMX3hyr90x,Anderson .Paak,778941,2018-10-06,1gnwGVoG7V08vMX3hyr90x,-6.73
729,Lean Wit Me,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk,Juice WRLD,778725,2018-10-06,29tc0GbW0pTSBZSCZF3NWk,-5.515
730,XO Tour Llif3,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,774028,2018-10-06,7GX5flRQZVHRAGd6B4TmDO,-6.366
731,Me Niego (feat. Ozuna & Wisin),https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T,Reik,773814,2018-10-06,6jA8JUuPCGYjFcgw0AoM5T,-4.449
732,Trip,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa,Ella Mai,772622,2018-10-06,7noud145AHZGg74vpWOsCa,-5.68
733,Off White VLONE (Lil Ba,https://open.spotify.com/track/6PoKfDY78ih5OveWirggRX,& Gunna feat. Lil Durk & NAV),768776,2018-10-06,6PoKfDY78ih5OveWirggRX,-8.115
734,Levitate,https://open.spotify.com/track/2uBhGx3m5iJrtsql8Qk00j,Twenty One Pilots,765228,2018-10-06,2uBhGx3m5iJrtsql8Qk00j,-5.941
735,500 PS,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG,Bonez MC,757149,2018-10-06,4UOXo3xWnxYdTf3sFyRaUG,-5.883
736,I Fall Apart,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,Post Malone,752401,2018-10-06,75ZvA4QfFiZvzhj2xkaWAh,-5.408
737,Darkside,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG,Alan Walker,746777,2018-10-06,1snWlbcbgQpJfknoI30DWG,-5.06
738,Multi Millionaire (feat. Lil Uzi Vert),https://open.spotify.com/track/7q8cy4uoA2itYATsKeXhcq,Lil Pump,743655,2018-10-06,7q8cy4uoA2itYATsKeXhcq,-3.813
739,Can't Be Broken,https://open.spotify.com/track/5cGpjfgAvidLy6znwkCxkP,Lil Wayne,735158,2018-10-06,5cGpjfgAvidLy6znwkCxkP,-5.997
740,Meant to Be (feat. Florida Georgia Line),https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,Bebe Rexha,734594,2018-10-06,4e4fqjx0Izh4svvTef1z7e,-6.61
741,SLOW DANCING IN THE DARK,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6,Joji,733877,2018-10-06,0UyljEbX9dqI1K0sqdv6B6,-7.458
742,REEL IT IN,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY,Aminé,727451,2018-10-06,5qHirGR7M9tdm6C17DlzSY,-8.677
743,Too Good At Good,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,es,724885,2018-10-06,1mXVgsBdtIVeCLJnSnmtdV,-8.279
744,Me Dijeron,https://open.spotify.com/track/17UUYZ290omPaJY4wKeyHh,Ozuna,718398,2018-10-06,17UUYZ290omPaJY4wKeyHh,-2.817
745,Want To,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ,Dua Lipa,714594,2018-10-06,0CBFOvHlyqy30Q5tbyNHfQ,-4.783
746,Unica,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A,Ozuna,713459,2018-10-06,33b2wX9d0kxqxhi7lcsC1A,-3.048
747,Kokain,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf,Bonez MC,709243,2018-10-06,4Bj3usjRTckEJARO0dLbDf,-7.906
748,Bandito,https://open.spotify.com/track/5INKIG4QNuD4xq7qZcfPzp,Twenty One Pilots,707894,2018-10-06,5INKIG4QNuD4xq7qZcfPzp,-8.367
749,Cut My Lip,https://open.spotify.com/track/6gFtgkh8ShkrJn52Cbdhxy,Twenty One Pilots,704218,2018-10-06,6gFtgkh8ShkrJn52Cbdhxy,-5.856
750,These Days,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,Rudimental,701968,2018-10-06,5CLGzJsGqhCEECcpnFQA8x,-4.057
751,Celoso,https://open.spotify.com/track/33zcmmElV1YbRZe57biUjg,Lele Pons,701128,2018-10-06,33zcmmElV1YbRZe57biUjg,-4.179
752,Fall,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato,Eminem,698228,2018-10-06,58QhkbaAkLFnn7JwAnAato,-5.716
753,Closer,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,695497,2018-10-06,7BKLCZ1jbUBVqRi2FVlTVw,-5.599
754,Pet Cheetah,https://open.spotify.com/track/7daBwTiPNOVgoMUG4SICgh,Twenty One Pilots,693300,2018-10-06,7daBwTiPNOVgoMUG4SICgh,-7.052
755,Flames,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh,David Guetta,689434,2018-10-06,66BjcDhhwWCcQIBxHMpKXh,-5.892
756,All I Am,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV,Jess Glynne,688076,2018-10-06,6X6SdJzxyw7GzxwP2fr9WV,-5.199
757,X,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA,Nicky Jam,687893,2018-10-06,39N9RPD9MRb5WmoLzNzPeA,-4.736
758,Africa,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,TOTO,684279,2018-10-06,2374M0fQpWi3dLnB54qaLX,-18.064
759,SWISH,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD,Tyga,681983,2018-10-06,55GiOwtxNajXVbpjjIzMnD,-5.608
760,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b,Sofia Reyes,677317,2018-10-06,4QtiVmuA88tPQiCOHZuQ5b,-3.112
761,What Lovers Do (feat. SZA),https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG,Maroon 5,675639,2018-10-06,0GxQ1A5L9xnMOytbP6eKBG,-5.131
762,Say You Won't Let Go,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,James Arthur,675251,2018-10-06,5uCax9HTNlzGybIStD3vDh,-7.398
763,YOSEMITE,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,Travis Scott,671025,2018-10-06,7lAK3oHbfEnvUQWosrMMpR,-6.571
764,In My Blood,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,Shawn Mendes,667251,2018-10-06,2QZ7WLBE8h2y1Y5Fb8RYbH,-7.321
765,Congratulations,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,Post Malone,666261,2018-10-06,3a1lNhkSLSkpJE4MSHpDu9,-4.183
766,Business Is Business (Lil Ba,https://open.spotify.com/track/7roKDmJDOzkpfGpUQJ5EnL,& Gunna),665767,2018-10-06,7roKDmJDOzkpfGpUQJ5EnL,-6.038
767,Wasted (feat. Lil Uzi Vert),https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB,Juice WRLD,665046,2018-10-06,3obgSF06ki98lYNLNq5vCB,-5.024
768,Blah Blah Blah,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj,Armin van Buuren,663361,2018-10-06,0tp6mwUt99QnfY95T30Lqj,-3.911
769,Happier,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Ed Sheeran,657243,2018-10-06,2RttW7RAu5nOAfq6YFvApB,-7.355
770,HUMBLE.,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,653221,2018-10-06,7KXjTSCq5nL1LoYtL7XAwS,-6.638
771,Nummer unterdrückt,https://open.spotify.com/track/2SRVj6ceeIffVEm9NFyRHI,Bonez MC,652972,2018-10-06,2SRVj6ceeIffVEm9NFyRHI,-6.296
772,Ciumeira - Ao Vivo,https://open.spotify.com/track/2H1liABu20HXBOmbt5SQz1,Marília Mendonça,652229,2018-10-06,2H1liABu20HXBOmbt5SQz1,-4.83
773,Estamos Bien,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn,Bad Bunny,652110,2018-10-06,7glCSQqV5o6NU88Cn4zPZn,-5.618
774,the remedy for a broken heart (why am I so in love),https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,652030,2018-10-06,4UKCKdYiLN6IMA5ZESUTL7,-11.192
