,Title,Artist,Streams,Date,Token,Duration,Loudness,Speechiness,Energy,Tempo,Valence,Instrumentalness,Modality
167,Darkside,Alan Walker,583539,2018-11-01,1snWlbcbgQpJfknoI30DWG,211867,-5.06,0.0502,0.642,170.008,0.112,0.0,0
168,Uproar,Lil Wayne,579935,2018-11-01,3wScL5W8H40zzCKN0atfBk,194184,-2.188,0.212,0.87,99.075,0.884,0.0,1
169,SWISH,Tyga,578231,2018-11-01,55GiOwtxNajXVbpjjIzMnD,194936,-5.608,0.221,0.541,105.009,0.274,0.0,1
170,OTW,Khalid,569623,2018-11-01,6Hgh47WXVKtXN5zGOu0hjI,263014,-6.183,0.0541,0.678,72.989,0.28,3.26e-05,1
171,Me Niego (feat. Ozuna & Wisin),Reik,563269,2018-11-01,6jA8JUuPCGYjFcgw0AoM5T,221653,-4.449,0.0972,0.779,94.023,0.768,0.0,0
172,La player (Bandolera),Zion & Lennox,562643,2018-11-01,0VKkyBKCXyR99navhVRqcP,249609,-5.238,0.0633,0.838,93.996,0.602,0.0,1
173,Plug Walk,Rich The Kid,562398,2018-11-01,1ZAyjvIk9YiD76yYy0TEG6,175230,-6.531,0.143,0.519,94.981,0.158,0.0,1
174,The Ringer,Eminem,555004,2018-11-01,2jt2WxXMCD4zjACthkJQVE,337941,-9.126,0.291,0.551,118.552,0.42,0.0,1
175,Prima di ogni cosa,Fedez,906995,2018-11-02,0juSegsrO7siAAjlNATKV2,186832,-7.086,0.0446,0.476,131.683,0.429,0.0,1
176,Dreamer,Martin Garrix,875026,2018-11-02,0wUxh6XMc698xPCfgBaPRV,193399,-7.419,0.0388,0.639,105.0,0.198,0.00131,0
177,Only 1 (Interlude) (with Travis Scott),Metro Boomin,843971,2018-11-02,2kJAhu7mesSEkML8zviSNX,80467,-12.036,0.0331,0.239,78.251,0.391,0.0,0
178,She Gon Wink,Takeoff,811120,2018-11-02,5oeKHrUHPT4lUKrDRVlWNp,216214,-6.157,0.0865,0.736,140.994,0.272,0.0,0
179,Martian - Intro,Takeoff,740884,2018-11-02,2YFIQqnq4dS67Ndz8Iel0b,188307,-8.693,0.38,0.591,130.128,0.22,0.0,1
180,Party For One,Carly Rae Jepsen,727904,2018-11-02,39YLC6osLe9btq1vpsDglx,183894,-6.539,0.0367,0.638,123.442,0.414,0.0,1
181,Runaway,Lil Peep,712372,2018-11-02,6W4f0lzPGSIKsbTRhNk8VI,192760,-8.792,0.052,0.591,79.892,0.175,0.0616,0
182,No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,709042,2018-11-02,304CtPEPYQS6hbM4CubVti,265480,-8.82,0.166,0.572,123.963,0.203,0.00237,1
183,Mountains,Sia,683528,2018-11-02,4gnZPWL9c1ZunZuqc8Asbu,194733,-7.75,0.0291,0.6,85.959,0.18,0.0248,1
184,Allein,Capital Bra,666187,2018-11-02,4tW7mc0pab35DznfVlr3px,222900,-7.199,0.115,0.583,119.93,0.322,5.93e-06,0
185,Ich liebe es (feat. XATAR & SAMY),Capital Bra,657250,2018-11-02,71XGMPKmWtVxO7bGcGZhbn,167506,-5.226,0.299,0.735,97.538,0.495,0.0,0
186,Lesbian (feat. Gunna & Young Thug),Metro Boomin,634110,2018-11-03,3tkFCUaISwablf9MJydsuB,206813,-8.892,0.268,0.406,120.999,0.274,0.0,0
187,10AM/Save The World (feat. Gucci Mane),Metro Boomin,630665,2018-11-03,6qZANDqrSAvfuSjcxBP1PD,226320,-8.84,0.239,0.501,136.025,0.419,0.0,0
188,"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,595569,2018-11-03,0KPiSFlz5OUCgw7nwvhYWe,218627,-7.745,0.174,0.69,117.157,0.636,9.37e-05,0
189,O Bebê,MC Kevinho,590469,2018-11-03,51HrDv54pSe1IqynORNXBd,178099,-3.734,0.114,0.749,165.057,0.795,0.0,0
190,Hard Work Pays Off,Future,527680,2018-11-04,6gzIcEUuswJQGfJNPYMjjv,224507,-8.242,0.196,0.482,140.064,0.608,0.0,1
191,Thunderclouds,Sia,968096,2018-11-05,5a8RPWgKSmcGBGcffmIrUi,187027,-5.985,0.0351,0.716,112.035,0.507,9.06e-06,1
192,Tempo,EXO,612379,2018-11-05,4EjUFjzi4ErWjklOA3Aslu,224483,-4.423,0.1,0.842,115.944,0.519,0.0,1
193,Up To Something (feat. Travis Scott & Young Thug),Metro Boomin,602706,2018-11-05,27P4XoNXXEV4lTc3sB61RK,184360,-8.809,0.157,0.616,114.014,0.667,0.0,1
194,What Lovers Do (feat. SZA),Maroon 5,646840,2018-11-06,0GxQ1A5L9xnMOytbP6eKBG,199849,-5.131,0.0611,0.597,110.001,0.419,5.66e-06,0
195,Casper,Takeoff,597085,2018-11-06,1B4gJRq61xTs6r1O0Uq2iY,197079,-7.397,0.209,0.607,140.071,0.753,1.12e-06,1
196,Borrowed Love (feat. Swae Lee & WizKid),Metro Boomin,587396,2018-11-06,0McI9sOmkpfd4E72njtU0G,230240,-8.81,0.462,0.594,129.216,0.393,0.0,0
197,X - Remix,Nicky Jam,583945,2018-11-06,6JjPBQfI2Y8nIjnm65X6Pw,235747,-4.957,0.103,0.696,180.113,0.738,3.77e-05,0
198,Asesina,Brytiago,636923,2018-11-07,56CvVCJYRQNWwM4vF4neCD,187255,-4.177,0.231,0.703,94.211,0.502,0.0,0
199,Last Memory,Takeoff,630023,2018-11-07,1fvCggAYrW0VtCljtqv4h2,162133,-5.805,0.244,0.708,118.032,0.172,0.0,0
200,Falling Down - Bonus Track,Lil Peep,1839278,2018-11-08,0Dn40gxVCMo5TkgS8Ik18Q,196400,-6.442,0.0286,0.574,120.013,0.273,0.00294,0
201,Natural,Imagine Dragons,1592553,2018-11-08,4zIO3ilp5HvTeK3HJHxhMP,189467,-6.106,0.0708,0.612,97.773,0.213,0.0,1
202,Rise,Jonas Blue,1172163,2018-11-08,3u1S1OmAUhx5DRlLrXqyp3,194408,-4.653,0.032,0.784,106.066,0.669,0.0,1
203,Waste It On Me (feat. BTS),Steve Aoki,1009371,2018-11-08,2r1T6xGTVaNAqBoPH4lZEE,192537,-4.595,0.0585,0.684,96.097,0.466,0.0,1
204,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,812252,2018-11-08,1HLL8X0LH20F6Z9SLXLIjr,265120,-7.26,0.329,0.501,82.309,0.196,0.0,0
205,Overdue (with Travis Scott),Metro Boomin,762489,2018-11-08,2mYDDUkBcgFNBqkWctyyuc,166093,-11.212,0.0425,0.4,150.133,0.495,0.000133,0
206,Topanga,Trippie Redd,722245,2018-11-08,3tcnWNjEXyXCbFR9zonrX2,215364,-8.245,0.0454,0.615,105.955,0.039,1.75e-06,1
207,Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,715096,2018-11-08,6osMzmRHCVETbZMHceLRmh,211920,-10.363,0.204,0.23,173.962,0.101,0.0,0
208,No Me Acuerdo,Thalía,678014,2018-11-08,00EPIEnX1JFjff8sC6bccd,217653,-4.247,0.0873,0.799,94.033,0.772,0.0,0
209,Lost In Japan - Remix,Shawn Mendes,669612,2018-11-08,575NJxNUVDqwJGdzBrlLbv,201253,-5.34,0.257,0.852,107.178,0.377,0.0,0
210,Ba,(feat. MARINA & Luis Fonsi),656881,2018-11-08,1fLhGF1JfGQYj6EZLndD86,205440,-5.354,0.04,0.74,116.946,0.33,1.05e-05,0
211,Polaroid,Jonas Blue,649638,2018-11-08,1wsLHgXJ4SKIfd5ePSX1hD,193377,-4.481,0.036,0.897,114.033,0.475,0.0,0
212,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,647065,2018-11-08,0dbTQYW3Ad1FTzIA9t90E8,324189,-4.393,0.169,0.694,122.078,0.49,0.0,1
213,Asesina,Brytiago,639442,2018-11-08,6rbhaJsE4uLzpPf8WYSHDK,187213,-5.233,0.27,0.663,94.215,0.508,0.0,0
214,WORKIN ME,Quavo,605458,2018-11-08,4MAsYGSgxsaj73dC2lvFC4,169657,-4.245,0.191,0.657,169.969,0.228,4.1e-06,1
215,Machine,Imagine Dragons,600872,2018-11-08,5ftQSVAHs7iqULWKQn0fjK,181880,-5.278,0.0425,0.679,81.045,0.596,0.00655,1
216,Let You Down,NF,597108,2018-11-08,52okn5MNA47tk87PeZJLEL,212120,-5.665,0.122,0.721,148.066,0.468,0.0,0
217,Negative Energy,Trippie Redd,927123,2018-11-09,0ZPCxNK4DIrF8KqrN3DxfA,178286,-7.442,0.264,0.672,139.868,0.452,0.0,1
218,Can't Love,Trippie Redd,904502,2018-11-09,2dKtWPLZvbCzwLRliNn8UI,169412,-6.504,0.0525,0.567,135.991,0.256,1.89e-05,0
219,Fire Starter,Trippie Redd,876686,2018-11-09,2lvOt6VAufWlstrqutilVb,157500,-4.913,0.0675,0.707,147.853,0.318,0.0,0
220,RICCHI E MORTI,Salmo,857492,2018-11-09,2sCkQ5AoGNKy0urYd2E3BT,138240,-5.244,0.303,0.901,125.009,0.584,0.0,0
221,HO PAURA DI USCIRE,Salmo,842201,2018-11-09,4Nc1FDBI1NUiN48MjTiXEi,197747,-4.356,0.388,0.883,120.079,0.585,0.0,1
222,DISPOVERY CHANNEL (feat. Nitro),Salmo,839962,2018-11-09,77F0NNChJGfDBp3fTCWaDc,204400,-7.276,0.23,0.816,140.061,0.531,3.24e-05,0
223,16 Lines,Lil Peep,833376,2018-11-09,6akBF8JWM8lrpqejdwIfYI,244907,-8.507,0.0338,0.45,105.992,0.121,1.12e-05,1
224,Leanin',Lil Peep,822761,2018-11-09,6cX1iTffMIAU8lEWSOYIIO,206493,-6.6,0.0298,0.486,139.872,0.318,0.0,0
225,SPARARE ALLA LUNA (feat. Coez),Salmo,797708,2018-11-09,4spkZ6gRKh827yp6JI6TN1,211667,-7.665,0.259,0.681,85.041,0.151,0.000177,0
226,Bullet In A Gun,Imagine Dragons,777480,2018-11-09,3R4Xk37WTagjzODMNEQLvs,204853,-5.49,0.0539,0.735,130.029,0.476,0.000108,1
227,A.L.L.T.Y. 3,Trippie Redd,772644,2018-11-09,2ppse4DOEFlzaW7Xu3U76r,180800,-5.376,0.452,0.785,150.159,0.458,0.0,0
228,I Tried Loving,Trippie Redd,730700,2018-11-09,7uenITonAmg7wXmFd3kkms,193510,-4.809,0.0436,0.686,160.076,0.223,0.0,0
229,IDGAF,Lil Peep,729929,2018-11-09,6zZhlOWizcEG1T7zsTdI6N,214293,-5.55,0.032,0.66,115.037,0.185,0.0,0
230,Hate Me,Lil Peep,726346,2018-11-09,2FoRvrNWBtrJiSgIjmivKG,180600,-7.136,0.282,0.619,67.153,0.405,1.95e-06,1
231,Elevate & Motivate,Trippie Redd,704795,2018-11-09,5Tp5zlCgbwXLMa3pgYsNMl,221781,-3.446,0.0505,0.76,156.082,0.425,0.0,1
232,Loyalty Before Royalty,Trippie Redd,698863,2018-11-09,284fVGdbsPtigjjI0jmKXo,142649,-4.837,0.0984,0.701,158.068,0.154,2.1e-05,0
233,Only,Imagine Dragons,687028,2018-11-09,1uRBbjQ3uNFXCncWyNomHf,180733,-5.029,0.0355,0.803,104.997,0.424,0.0,1
234,Boomerang,Imagine Dragons,698371,2018-11-10,2B1fuWoWaYnCXbjYp1gXg5,187800,-7.493,0.152,0.559,100.073,0.347,0.00928,1
235,Cry Alone,Lil Peep,660291,2018-11-10,4kQazx3VMaDKUG1IIaC94i,167107,-5.649,0.0337,0.856,160.068,0.285,0.0308,1
236,Toxic Waste,Trippie Redd,646067,2018-11-10,1SxagO9GK0UUeEYLmH8Pln,173129,-11.404,0.0629,0.517,111.974,0.379,1.95e-06,1
237,West Coast,Imagine Dragons,621398,2018-11-10,2nkoWsTZa8LKPNGdjI5uxj,217173,-6.18,0.0268,0.715,104.989,0.677,2.08e-06,1
238,Cool Out,Imagine Dragons,612001,2018-11-10,6LXMUR2rpxFBDo6nilS3yX,217867,-4.833,0.0313,0.718,143.929,0.437,6.51e-06,0
239,Hope,XXXTENTACION,572426,2018-11-11,2ZRo7axmMPeSVUvDbGkJah,110886,-6.081,0.0603,0.457,146.04,0.225,0.000331,0
240,Asesina,Brytiago,538305,2018-11-11,6R66bI4nkzvvNba80pWU2t,187255,-4.177,0.231,0.703,94.211,0.502,0.0,0
241,Broken Smile (My All),Lil Peep,616460,2018-11-12,1BCBBO8VUEFOb6RBct4XDp,280520,-8.681,0.0359,0.517,120.044,0.115,0.00724,0
242,LUNEDI',Salmo,597332,2018-11-12,1VNARx6Sm6ZYAsDMCGiU1B,205267,-8.225,0.46,0.762,124.382,0.467,7.55e-06,1
243,Runaway,Lil Peep,617226,2018-11-13,1FBi1YWCAxlRmfuUbMINqO,192760,-8.792,0.052,0.591,79.892,0.175,0.0616,0
244,CABRIOLET (feat. Sfera Ebbasta),Salmo,642791,2018-11-14,7wC76LWyNxaP3hjGzbWOcN,185573,-7.436,0.264,0.531,150.058,0.309,1.05e-05,1
245,Life is Beautiful,Lil Peep,641775,2018-11-14,5rYpwP1dHWGVMrSZbTmt3e,207587,-9.411,0.0636,0.638,135.056,0.324,0.000932,1
246,Love Scars 3,Trippie Redd,635520,2018-11-14,0AcicReEGm1qcENjqzh1Tg,129429,-7.914,0.0621,0.524,81.982,0.117,0.0,1
247,Machine,Imagine Dragons,624336,2018-11-14,4uGY9CqDtGtaTTLg1cgsWD,181880,-5.278,0.0425,0.679,81.045,0.596,0.00655,1
248,STAI ZITTO (feat. Fabri Fibra),Salmo,611053,2018-11-14,2rgOAX5Cj3pk8JFnaPwJbd,202573,-5.214,0.295,0.796,100.196,0.909,0.0,1
249,Consequences - orchestra,Camila Cabello,607986,2018-11-14,1ArLnG0bHaHPXqf08sEKM0,181913,-8.131,0.0348,0.289,104.851,0.213,0.0,1
250,Sex with My Ex,Lil Peep,605785,2018-11-14,0H1Had94fszD13qsFsP1U5,213640,-4.298,0.0757,0.77,167.892,0.47,0.0,1
251,Woman Like Me (feat. Nicki Minaj),Little Mix,1774248,2018-11-15,6rrTr2HEAzlpC4KWZxF3S1,228207,-3.424,0.0536,0.849,150.036,0.826,0.0,0
252,Rêves bizarres (feat. Damso),Orelsan,667411,2018-11-15,0DXytBddBKZYbfDMP4X0kc,212609,-6.157,0.231,0.652,143.995,0.736,0.0,0
253,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,657282,2018-11-15,2bzitsPcImYC6DZWvvLCQi,210933,-7.543,0.0325,0.662,90.011,0.244,0.00142,1
254,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,609466,2018-11-15,2fkVZYFv9hOejIsLzZy8ad,186213,-9.551,0.189,0.501,134.998,0.267,1.45e-06,1
255,The Scientist,Coldplay,604642,2018-11-15,75JFxkI2RXiU7L9VXzMkle,309600,-7.224,0.0243,0.442,146.448,0.212,1.71e-05,1
256,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,600903,2018-11-15,2zy9TMoZlYGuCNY4TLqG24,183747,-7.838,0.0469,0.617,127.928,0.496,0.0,0
257,The Mantra (with Pharrell & Kendrick Lamar),Mike WiLL Made-It,872651,2018-11-16,74wpYGsVh2J13iAmmg1Uln,247688,-3.778,0.114,0.707,155.009,0.413,0.0,0
258,Beloved,Mumford & Sons,871329,2018-11-16,7HFgnF1oPMzkCqEMBOA2yI,265096,-7.227,0.0441,0.773,191.966,0.313,0.153,1
259,Rêves bizarres (feat. Damso),Orelsan,811230,2018-11-16,7lhuM9WUqdThw72dCBRmQW,212609,-6.157,0.231,0.652,143.995,0.736,0.0,0
260,The Greatest Show,Panic! At The Disco,805845,2018-11-16,55PZSFcKQxXH5BOOcDA6yI,174307,-5.365,0.0784,0.839,77.009,0.491,0.0,0
261,No Candle No Light (feat. Nicki Minaj),ZAYN,787724,2018-11-16,49ATdDBSasXb6wsHdrB2xQ,193399,-4.198,0.0519,0.742,122.052,0.431,0.000102,0
262,6 Summers,Anderson .Paak,738419,2018-11-16,0lG7iyNSstVOLV6faMIHdD,282987,-10.5,0.316,0.587,92.871,0.513,0.0,0
263,A Million Dreams,P!nk,695050,2018-11-16,0oagwWkGlBoACUuKvTmqZV,273640,-6.282,0.0397,0.499,148.173,0.191,0.0,1
264,Tints (feat. Kendrick Lamar),Anderson .Paak,671633,2018-11-16,7c3SbTuufigBWURcICnAWy,268400,-6.73,0.12,0.833,109.076,0.703,0.0,0
265,Guiding Light,Mumford & Sons,654030,2018-11-16,3W3RQneS2yhA7E5l1dJW18,217633,-7.714,0.0453,0.711,99.997,0.299,8.41e-06,1
266,Cataleya,Samra,636952,2018-11-16,3MrTi2XjvQCZm8V1P1ryuR,171681,-4.409,0.306,0.794,90.125,0.69,0.0,0
267,Strip (feat. Sharaya J),Little Mix,587043,2018-11-17,6XkEw1h2Hq4fGnSm0JuSIs,199213,-7.01,0.341,0.542,123.751,0.46,0.0,0
268,I Want To Break Free - Single Remix,Queen,529091,2018-11-18,2AkmdLbVKS1steeZdy8H1l,258013,-8.927,0.0324,0.435,108.95,0.596,0.00026,1
269,Walk It Talk It,Migos,524117,2018-11-18,6n4U3TlzUGhdSFbUUhTvLP,276147,-5.456,0.201,0.628,145.905,0.406,0.0,1
270,Radio Ga Ga - Live Aid,Queen,565774,2018-11-19,0YwBZKT8JE4U5TwmYE9BV9,245680,-6.668,0.0845,0.934,118.823,0.395,0.0,1
271,10 Freaky Girls (with 21 Savage),Metro Boomin,1158274,2018-11-20,43lYaovU2FoeuBMNusVVVW,208293,-9.931,0.31,0.353,88.031,0.0727,0.0,0
272,Don't Come Out The House (with 21 Savage),Metro Boomin,877825,2018-11-20,1m6lqaLvUTxPjOo98fJH8U,168347,-6.082,0.277,0.35,74.963,0.175,0.000483,1
273,Space Cadet (feat. Gunna),Metro Boomin,821546,2018-11-20,5gub2bpJRgJP4m4MliqtdV,203267,-9.789,0.0645,0.464,109.004,0.638,1.71e-05,0
274,Polaroid,Jonas Blue,634922,2018-11-20,6XqvFyJGdUD5IWee02ARKU,193377,-4.481,0.0361,0.898,114.043,0.472,0.0,0
275,New Patek,Lil Uzi Vert,582812,2018-11-20,0Fpen1PTuEnCmOJtUU9Iud,343099,-4.963,0.345,0.785,145.063,0.718,0.0,0
276,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,1157213,2018-11-21,4edS9dC0JPBlSS4p4gMOT0,199227,-5.304,0.0432,0.651,105.159,0.474,0.0,1
277,REMEDY,Alesso,627176,2018-11-21,6jreFSOTUAViWjKyzOC4Kg,190295,-4.612,0.0473,0.775,119.964,0.483,0.0,1
278,Killshot,Eminem,612129,2018-11-21,1jo3TwNGCXfNdB5uba3ZVv,253580,-8.645,0.378,0.651,105.814,0.599,0.0,0
279,Let You Love Me,Rita Ora,1693374,2018-11-22,6xtcFXSo8H9BZN637BMVKS,190000,-3.149,0.198,0.854,94.419,0.456,0.0,1
280,Take One,Kodak Black,598786,2018-11-22,6fI3tBVND8zUXZi9rr2Yps,165517,-7.308,0.465,0.613,174.027,0.485,0.0,1
281,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,595960,2018-11-22,0ZNrc4kNeQYD9koZ3KvCsy,237240,-7.709,0.331,0.346,203.911,0.112,0.0,1
282,Dip (feat. Nicki Minaj),Tyga,586967,2018-11-22,4hXDobvUaXyDFLnmecoY0z,195992,-6.338,0.2,0.543,99.026,0.43,0.0,1
283,Diamond Heart,Alan Walker,626596,2018-11-23,4J4zx8xGJpuGndrVc06KaT,239835,-6.145,0.0438,0.638,89.98,0.253,0.0,1
284,Celoso,Lele Pons,626702,2018-11-24,33zcmmElV1YbRZe57biUjg,179693,-4.179,0.107,0.703,166.043,0.667,0.0,0
285,Clandestino,Shakira,609980,2018-11-24,7DrluKkTviBwCc8AV3VGmf,231921,-4.126,0.16,0.822,165.842,0.881,3.37e-05,0
286,Crazy Little Thing Called Love - Remastered 2011,Queen,546673,2018-11-25,6xdLJrVj4vIXwhuG8TMopk,163373,-6.887,0.0421,0.761,77.015,0.712,4.74e-06,1
287,POP/STARS,K/DA,607698,2018-11-26,5sbooPcNgIE22DwO0VNGUJ,191100,-4.342,0.0872,0.769,170.036,0.385,0.0,1
288,Trip,Ella Mai,579549,2018-11-26,6CTWathupIiDs7U4InHnDA,213993,-5.628,0.144,0.61,79.882,0.358,0.0,0
289,REEL IT IN,Aminé,613624,2018-11-27,5qHirGR7M9tdm6C17DlzSY,121347,-8.677,0.0991,0.342,128.981,0.423,0.0,0
290,Sundress,A$AP Rocky,610361,2018-11-27,2aPTvyE09vUCRwVvj0I8WK,158206,-6.364,0.0606,0.704,125.004,0.735,3.71e-06,1
291,Love Of My Life - Remastered 2011,Queen,606453,2018-11-27,4YJUTdZ0Pgl0ZeNyHYXeLd,217387,-11.589,0.0299,0.179,154.175,0.255,5.04e-06,1
292,1999,Charli XCX,606259,2018-11-27,05mAIVLkIWc2d1UBYZBCp8,189000,-4.586,0.0329,0.742,124.016,0.659,1.39e-06,1
293,We Are The Champions - Remastered 2011,Queen,597229,2018-11-27,1lCRw5FEZ1gPDNPzy1K4zW,179200,-6.94,0.0346,0.459,64.177,0.175,0.0,1
294,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,1096722,2018-11-29,1XBc4r6ltXjkFJBrsttwIF,125827,-12.149,0.0599,0.402,139.752,0.844,0.0,1
295,Solo (feat. Demi Lovato),Clean Bandit,934859,2018-11-29,6kPJZM97LwdG9QIsT7khp6,222653,-4.546,0.0437,0.636,105.005,0.565,6.66e-05,0
296,DUMMY,6ix9ine,839372,2018-11-29,3uPuEFKEzGTn628CCQZUCF,155653,-7.192,0.0718,0.628,90.985,0.591,5.35e-06,0
297,WONDO,6ix9ine,769376,2018-11-29,3jHsYztlhj1GunIF6yIePH,121129,-5.867,0.298,0.853,92.938,0.537,0.0,1
298,Lean Wit Me,Juice WRLD,672579,2018-11-29,29tc0GbW0pTSBZSCZF3NWk,175755,-5.515,0.156,0.651,163.935,0.237,0.0,1
299,Venom - Music From The Motion Picture,Eminem,650419,2018-11-29,2SL6oP2YAEQbqsrkOzRGO4,269554,-5.063,0.064,0.794,135.959,0.46,0.0,1
300,Only Want You,Rita Ora,646252,2018-11-29,2CTN6UuO2dNEVZXR0DJVk2,180760,-6.224,0.0412,0.528,82.014,0.376,7.14e-05,0
301,Hipócrita,Anuel AA,632328,2018-11-29,6XBjCetHKdO5L9cwMDVffw,192000,-2.78,0.0471,0.858,92.05,0.79,0.0,1
302,Ready (feat. Gunna),Lil Ba,1052756,2018-11-30,4F6yN5FsFW10Ucx7cLCzBh,213287,-5.578,0.385,0.395,77.027,0.129,1.4e-05,1
303,Global,Lil Ba,970977,2018-11-30,7cW1wHpSLYgKWzoWlOCPFJ,169826,-6.504,0.441,0.565,163.827,0.313,0.0,1
304,I Always Wanna Die (Sometimes),The 1975,955805,2018-11-30,3HPpOFmDibEO06Z2q4ZN5u,314663,-5.636,0.0325,0.473,148.835,0.0398,0.00162,1
305,Crush A Lot,Lil Ba,925986,2018-11-30,39RWYLt6hgk9BbhkDgaHW9,159755,-5.643,0.315,0.458,132.992,0.403,0.0,0
306,Mama (feat. Ellie Goulding),Clean Bandit,811986,2018-11-30,3WDIhWoRWVcaHdRwMEHkkS,189973,-6.138,0.0367,0.714,102.046,0.608,3.79e-06,0
307,LA LA,Ski Mask The Slump God,807135,2018-11-30,2PCKWNZYcwyFKd4lVRWE8k,147413,-8.456,0.31,0.574,140.017,0.606,0.0,1
308,Trauma,Meek Mill,793688,2018-11-30,45CCe4gu08OYG1I4MH8TU6,238203,-4.406,0.292,0.639,89.09,0.183,0.0,1
309,Word On The Street,Lil Ba,779116,2018-11-30,52i143Ph5c3RQaQFBXWix1,172986,-9.275,0.0934,0.432,99.965,0.173,0.0,0
310,Vas A Quedarte,Aitana,767899,2018-11-30,2b3JxLi8KAiOsD8ehnOxDZ,226213,-3.522,0.0326,0.508,89.859,0.168,3.63e-06,1
311,So High,Ski Mask The Slump God,746473,2018-11-30,3nTDO6k4R6i3FpKx0QNgJ5,149813,-12.597,0.0428,0.435,141.914,0.21,0.000549,1
312,Realist In It (feat. Gucci Mane & Offset),Lil Ba,732058,2018-11-30,2WqTKOAUmv7hz9ZzGnXHrY,222958,-7.708,0.353,0.658,109.973,0.695,0.0,0
313,Far Gone (feat. Lil Ba,),721824,2018-11-30,6RiMRVxOiEYd4QSu1cxrls,236587,-9.024,0.254,0.444,140.085,0.389,0.0,1
314,"Splash Warning (feat. Future, Roddy Ricch and Young Thug)",Meek Mill,713167,2018-11-30,6cPnE82DKBLd7sg02ZNg8K,168495,-5.877,0.163,0.703,163.06,0.331,0.0,0
315,Anyway (feat. 2 Chainz & Gucci Mane),Lil Ba,708528,2018-11-30,3zxiTHxE4MxwuYf8aLQ9ax,226647,-5.997,0.383,0.552,140.098,0.231,0.0,1
316,This Week,Lil Ba,704584,2018-11-30,3yIZgYN7AKO3cDueyhpuCS,196864,-7.666,0.214,0.525,133.126,0.15,0.0,0
317,Be My Mistake,The 1975,703181,2018-11-30,0AG2l0IboWNSwjUkMr2Aq7,256689,-14.405,0.0344,0.155,109.923,0.0949,0.000137,1
318,Intro,Meek Mill,729776,2018-12-01,3EQ9QP2E7wjYQba8OSPBst,213402,-5.546,0.221,0.76,96.044,0.24,0.0,1
319,FEEFA,6ix9ine,727707,2018-12-01,26jYPsHHSOxCTz4cLt6SbQ,163086,-7.61,0.0809,0.728,140.007,0.594,0.0,0
320,Respect The Game,Meek Mill,719484,2018-12-01,6pUBrvKfJL4qmn95mxU7rC,192099,-4.809,0.25,0.67,89.842,0.159,0.0,1
321,Tic Tac Toe (feat. Kodak Black),Meek Mill,686222,2018-12-01,35J4wXQeRuHNOEArMy6FOe,185261,-4.606,0.222,0.72,150.039,0.285,7.07e-06,0
322,Calling My Spirit,Kodak Black,749169,2018-12-03,6bXSYxP6WDlNCr6Jk1H3MW,152000,-9.954,0.0942,0.365,119.977,0.742,0.0,1
323,Time (feat. Meek Mill),Lil Ba,734290,2018-12-03,1Szfm2XAx3Kgl55dyl8sTU,182723,-8.823,0.589,0.487,95.879,0.344,0.0,1
324,TATI,6ix9ine,643005,2018-12-03,6kp0inxIexxSiDJfWqq0ZL,154565,-5.462,0.258,0.767,91.981,0.523,0.0,0
325,What's Free (feat. Rick Ross & Jay Z),Meek Mill,737391,2018-12-04,4iQ5gmTAzWfK8JyFC2LBox,362839,-6.293,0.404,0.718,166.42,0.267,0.0,0
326,Hurts Like Hell (feat. Offset),Madison Beer,663388,2018-12-04,3WefHNGtjexZvi66ZEx9u4,207109,-6.791,0.179,0.56,75.003,0.609,0.0,0
327,Empty Space,James Arthur,658748,2018-12-04,1uru26I2JKd2mQZt0MDCUe,214227,-4.328,0.103,0.531,164.848,0.321,0.0,1
328,I Found You (with Calvin Harris),benny blanco,722384,2018-12-05,5sdb5pMhcK44SSLsj1moUh,191496,-4.194,0.0469,0.872,122.994,0.379,0.0579,1
329,There's No Way (feat. Julia Michaels),Lauv,710827,2018-12-05,2hnxrRNzF74mdDzpQZQukQ,174861,-7.114,0.0896,0.625,147.02,0.374,0.0,1
330,Beach House,The Chainsmokers,704711,2018-12-05,0N8MGHEDAq29ip7RrlrTeN,206120,-4.477,0.039,0.837,90.083,0.533,0.0,1
331,KANGA,6ix9ine,678128,2018-12-05,0EwS8XJQspgrj1zSUXhFkl,132331,-6.934,0.17,0.598,117.9,0.355,0.0,1
332,Better To Lie (with Jesse & Swae Lee),benny blanco,666373,2018-12-05,61sqsOPon94ecMskeEXwev,176056,-7.909,0.094,0.602,155.038,0.519,4.77e-06,0
333,Don't Come Out The House (with 21 Savage),Metro Boomin,664589,2018-12-05,2Grb4G6t9VIqo6moKUloom,168347,-6.082,0.277,0.35,74.963,0.175,0.000483,1
